gen	nevals	avg     	std      	min     	max     
0  	512   	0.406525	0.0688094	0.205873	0.624758
1  	420   	0.314114	0.0490172	0.17958 	0.420754
2  	444   	0.252783	0.041711 	0.144144	0.349616
3  	420   	0.208482	0.0367841	0.121321	0.293227
4  	440   	0.173129	0.0314673	0.0968969	0.248248
5  	429   	0.14685 	0.0291836	0.0752085	0.231031
6  	428   	0.126681	0.0269104	0.0545212	0.21021 
7  	439   	0.108381	0.0246616	0.0310978	0.178512
8  	429   	0.0942183	0.0291354	0.0310978	0.174107
9  	416   	0.0791903	0.0289907	0.0307641	0.162162
10 	446   	0.0675943	0.0263237	0.030297 	0.155756
11 	437   	0.0596439	0.0238761	0.0297631	0.135469
12 	443   	0.0585417	0.0257528	0.0297631	0.13954 
13 	436   	0.0545913	0.022809 	0.0297631	0.118051
14 	436   	0.0534323	0.021876 	0.0294962	0.117985
15 	422   	0.0533491	0.0218855	0.0293627	0.117518
16 	409   	0.0508374	0.0210127	0.0288288	0.111044
17 	441   	0.0520063	0.021377 	0.0288288	0.115983
18 	442   	0.0520308	0.0222706	0.0288288	0.115449
19 	434   	0.0511944	0.0224116	0.0287621	0.115315
20 	434   	0.0499644	0.0201092	0.0286286	0.109977
21 	424   	0.0501146	0.0222271	0.0285619	0.116917
22 	434   	0.0507014	0.0219127	0.0285619	0.115382
23 	418   	0.0506523	0.0217788	0.0285619	0.113847
24 	441   	0.0484408	0.0201433	0.0284952	0.118719
25 	440   	0.0481053	0.0215398	0.0284284	0.114982
26 	427   	0.0475723	0.0199477	0.028295 	0.109843
27 	427   	0.046378 	0.0200768	0.028295 	0.109977
28 	446   	0.0485836	0.0204056	0.028295 	0.114381
29 	450   	0.0497147	0.0210319	0.0282282	0.114248
30 	447   	0.0480041	0.0191636	0.0282282	0.0949616
31 	412   	0.0478107	0.0211482	0.0281615	0.111378 
32 	413   	0.0467679	0.0202856	0.0278278	0.111111 
33 	428   	0.049359 	0.0217892	0.0278278	0.114982 
34 	440   	0.0494614	0.0205829	0.0278278	0.112246 
35 	430   	0.0481433	0.0207586	0.0277611	0.112646 
36 	442   	0.0495081	0.0197746	0.0277611	0.10337  
37 	437   	0.046747 	0.0193118	0.0277611	0.10337  
38 	439   	0.0468565	0.0202756	0.0276944	0.111778 
39 	448   	0.0477027	0.0204925	0.0276944	0.11031  
40 	430   	0.0461884	0.018799 	0.0276944	0.111178 
41 	415   	0.0475313	0.0202631	0.0276276	0.110511 
42 	421   	0.0457219	0.0191787	0.0276276	0.110043 
43 	441   	0.0483082	0.0203115	0.0276276	0.115115 
44 	435   	0.0492979	0.0207362	0.0276276	0.108642 
45 	420   	0.0489261	0.0218285	0.0276276	0.114448 
46 	448   	0.0501603	0.0212406	0.0275609	0.108976 
47 	430   	0.0491987	0.0205914	0.0275609	0.111378 
48 	449   	0.0515651	0.0219238	0.0274942	0.109977 
49 	440   	0.0503514	0.0207057	0.0274942	0.109243 
50 	429   	0.0501766	0.0211371	0.0274942	0.110511 
Loss of the best individual 0.02749
Loss: 0.02770, f1-score: 0.01505, acc: 0.04186
