gen	nevals	avg     	std      	min     	max     
0  	512   	0.405028	0.0715208	0.198532	0.611545
1  	428   	0.306065	0.0473913	0.182182	0.407741
2  	436   	0.244065	0.0390982	0.119786	0.331331
3  	403   	0.194872	0.03477  	0.1001  	0.292092
4  	416   	0.154608	0.0335828	0.0641308	0.245112
5  	423   	0.121323	0.0286522	0.0373707	0.202402
6  	433   	0.098641	0.0276036	0.0335669	0.181582
7  	445   	0.0829202	0.0263858	0.032032 	0.157891
8  	436   	0.0701116	0.0250809	0.0314314	0.142809
9  	429   	0.061627 	0.0238569	0.031031 	0.129796
10 	412   	0.0527908	0.0201082	0.0308308	0.112713
11 	420   	0.0521145	0.0224536	0.0299633	0.118719
12 	431   	0.0505486	0.0208298	0.0299633	0.112646
13 	425   	0.0485978	0.0196129	0.0295629	0.112713
14 	419   	0.0488164	0.0191162	0.0295629	0.099366
15 	437   	0.0488907	0.0198692	0.0294294	0.111979
16 	440   	0.0503381	0.0208671	0.029029 	0.115115
17 	408   	0.0470261	0.019222 	0.0288288	0.110177
18 	431   	0.0472419	0.0193402	0.0288288	0.111912
19 	435   	0.0446342	0.0174483	0.0286954	0.097631
20 	430   	0.0417301	0.0160612	0.0286286	0.0952953
21 	430   	0.039868 	0.0137415	0.0285619	0.0880881
22 	431   	0.0409303	0.0158832	0.0284952	0.0914915
23 	437   	0.0397825	0.0138791	0.0284952	0.0771438
24 	413   	0.0378223	0.0129923	0.0284284	0.0911578
25 	438   	0.0400179	0.0140115	0.0283617	0.0782783
26 	437   	0.0397824	0.0141613	0.028295 	0.0824825
27 	412   	0.0403435	0.0145867	0.0282282	0.0878879
28 	438   	0.0407994	0.0146532	0.0281615	0.0874208
29 	423   	0.039471 	0.0147194	0.0281615	0.089356 
30 	427   	0.0385727	0.0136474	0.0280948	0.085619 
31 	414   	0.0384843	0.0140967	0.0280948	0.0930931
32 	418   	0.0361033	0.0118258	0.028028 	0.0735402
33 	431   	0.0369763	0.0126944	0.028028 	0.0864198
34 	432   	0.0364157	0.0125243	0.028028 	0.0758091
35 	427   	0.0365266	0.0121541	0.0279613	0.083617 
36 	441   	0.038699 	0.0130594	0.0279613	0.0748749
37 	425   	0.0358029	0.0118553	0.0279613	0.0740741
38 	435   	0.0373656	0.0123598	0.0279613	0.0739406
39 	435   	0.0371808	0.0124748	0.0278946	0.0734067
40 	438   	0.0375722	0.0133237	0.0278946	0.0734067
41 	438   	0.0357595	0.0119214	0.0278946	0.0742075
42 	429   	0.036944 	0.0129176	0.0278946	0.0739406
43 	428   	0.0367042	0.0124088	0.0278278	0.0736737
44 	431   	0.0364805	0.0127257	0.0278278	0.0797464
45 	436   	0.0364108	0.0122145	0.0278278	0.0731398
46 	434   	0.0376472	0.0132709	0.0278278	0.0866867
47 	431   	0.0367468	0.0124513	0.0278278	0.07334  
48 	420   	0.0359873	0.0121809	0.0278278	0.0732733
49 	428   	0.0370124	0.0131168	0.0278278	0.0887554
50 	435   	0.0370909	0.013192 	0.0278278	0.0776109
Loss of the best individual 0.02783
Loss: 0.02887, f1-score: 0.00317, acc: 0.00310
