gen	nevals	avg     	std      	min     	max     
0  	512   	0.409111	0.0677738	0.133467	0.688288
1  	443   	0.318705	0.0484541	0.112246	0.425025
2  	441   	0.254238	0.0554347	0.112246	0.374975
3  	435   	0.177419	0.0460439	0.074341	0.298498
4  	441   	0.136684	0.0283863	0.0699366	0.211011
5  	423   	0.117983	0.0297611	0.0517851	0.201802
6  	445   	0.0985582	0.0264507	0.0367701	0.169236
7  	443   	0.0864613	0.0258738	0.0319653	0.157558
8  	407   	0.0714483	0.0214492	0.031031 	0.137938
9  	441   	0.0640183	0.0232976	0.031031 	0.129396
10 	411   	0.0568089	0.0211841	0.0299633	0.123857
11 	429   	0.0530907	0.0209214	0.0298966	0.114581
12 	434   	0.0526192	0.0217159	0.0296964	0.113981
13 	436   	0.0529341	0.0207907	0.0294294	0.111512
14 	436   	0.0521101	0.0200762	0.0294294	0.115782
15 	437   	0.0506964	0.0194336	0.0294294	0.111645
16 	448   	0.0505262	0.0201579	0.029029 	0.112379
17 	424   	0.0478787	0.0186396	0.0289623	0.108575
18 	413   	0.0470279	0.0190243	0.0289623	0.108509
19 	431   	0.0449996	0.016862 	0.0287621	0.107975
20 	429   	0.0476315	0.0187404	0.0287621	0.106173
21 	431   	0.0477442	0.0190975	0.0286286	0.108175
22 	427   	0.0504965	0.0207043	0.0286286	0.111111
23 	406   	0.0479753	0.0195018	0.0285619	0.108509
24 	418   	0.0470868	0.0194472	0.0284952	0.109776
25 	412   	0.0464425	0.0191104	0.0284952	0.107774
26 	415   	0.0461619	0.0199201	0.028295 	0.109243
27 	431   	0.047175 	0.0198676	0.028295 	0.109376
28 	426   	0.0457134	0.0185736	0.0281615	0.10704 
29 	416   	0.0455565	0.0184403	0.0281615	0.107708
30 	432   	0.0462775	0.0187817	0.0281615	0.107508
31 	438   	0.047424 	0.0195316	0.0281615	0.108642
32 	414   	0.0468029	0.0200972	0.0281615	0.109376
33 	426   	0.0458395	0.019192 	0.0278278	0.108175
34 	423   	0.0451767	0.0191646	0.0278278	0.109977
35 	429   	0.0467417	0.019404 	0.0278278	0.108509
36 	439   	0.0463297	0.0193702	0.0277611	0.109109
37 	421   	0.0463276	0.0199874	0.0277611	0.107107
38 	427   	0.0442996	0.0180059	0.0277611	0.0934935
39 	429   	0.0455092	0.0184999	0.0277611	0.108709 
40 	430   	0.0446706	0.0177264	0.0277611	0.094628 
41 	430   	0.0466135	0.0195532	0.0277611	0.107307 
42 	437   	0.0454982	0.0184486	0.0277611	0.0959626
43 	431   	0.0466768	0.0194471	0.0277611	0.106907 
44 	424   	0.0463733	0.01909  	0.0277611	0.110177 
45 	424   	0.0467877	0.0185034	0.0277611	0.10704  
46 	456   	0.0473801	0.0188911	0.0276944	0.107574 
47 	439   	0.0444695	0.0172127	0.0276944	0.0954288
48 	429   	0.047458 	0.0208712	0.0276944	0.110244 
49 	440   	0.0463785	0.0187313	0.0276944	0.10357  
50 	419   	0.0443086	0.0185363	0.0276944	0.10684  
Loss of the best individual 0.02769
Loss: 0.02822, f1-score: 0.00186, acc: 0.00155
