gen	nevals	avg     	std     	min     	max     
0  	512   	0.607934	0.091047	0.309386	0.819708
1  	436   	0.502727	0.0818091	0.279108	0.712221
2  	451   	0.426573	0.080855 	0.210983	0.64616 
3  	428   	0.363506	0.0797767	0.210432	0.596752
4  	421   	0.312062	0.0682361	0.192816	0.518029
5  	413   	0.276738	0.0589644	0.191302	0.471924
6  	448   	0.263844	0.0575165	0.184008	0.434489
7  	423   	0.249602	0.0579505	0.18153 	0.406689
8  	434   	0.242993	0.0580101	0.180429	0.417974
9  	427   	0.240978	0.0598129	0.179328	0.438068
10 	437   	0.242174	0.0618337	0.178915	0.412331
11 	425   	0.237903	0.0598108	0.178227	0.435453
12 	427   	0.236174	0.0609352	0.177264	0.4188  
13 	424   	0.229514	0.0577936	0.176301	0.402697
14 	434   	0.231726	0.0598671	0.176301	0.419763
15 	438   	0.230818	0.0599317	0.175062	0.397055
16 	434   	0.231621	0.0595413	0.174374	0.386733
17 	445   	0.238395	0.0681759	0.174236	0.467382
18 	442   	0.239289	0.0642425	0.174236	0.439169
19 	438   	0.233396	0.0615751	0.171759	0.426369
20 	419   	0.233404	0.0651454	0.171759	0.417699
21 	439   	0.236183	0.0668265	0.171759	0.457886
22 	423   	0.236813	0.067144 	0.171484	0.433939
23 	424   	0.232255	0.0631794	0.171346	0.439306
24 	446   	0.236649	0.0662376	0.170383	0.425268
25 	430   	0.235781	0.0669849	0.170245	0.455546
26 	447   	0.239248	0.0685843	0.170107	0.464767
27 	417   	0.227834	0.0609476	0.169144	0.398844
28 	443   	0.231644	0.0657228	0.168318	0.448115
29 	431   	0.222556	0.060753 	0.168318	0.420727
30 	441   	0.22394 	0.061666 	0.167355	0.41068 
31 	456   	0.225546	0.0616554	0.16708 	0.440545
32 	427   	0.219804	0.0635605	0.166254	0.450317
33 	414   	0.208507	0.0536801	0.165841	0.38866 
34 	434   	0.21478 	0.0580169	0.165153	0.405588
35 	439   	0.21899 	0.0613246	0.165153	0.424443
36 	446   	0.216285	0.0584127	0.165015	0.431049
37 	431   	0.211307	0.0543086	0.164465	0.372419
38 	436   	0.216659	0.0597619	0.164052	0.393889
39 	436   	0.21704 	0.0608221	0.162538	0.466281
40 	424   	0.209105	0.0533656	0.162538	0.373521
41 	446   	0.209414	0.055254 	0.162538	0.381365
42 	406   	0.206874	0.05485  	0.162538	0.390173
43 	435   	0.208056	0.0565617	0.1624  	0.407514
44 	438   	0.202164	0.0501116	0.162125	0.382879
45 	427   	0.210289	0.0569728	0.162125	0.380539
46 	437   	0.213005	0.058143 	0.162125	0.394302
47 	425   	0.210007	0.0575753	0.161712	0.388384
48 	442   	0.209802	0.057058 	0.161574	0.389348
49 	450   	0.218404	0.0638031	0.161162	0.436691
50 	421   	0.210306	0.0572526	0.160061	0.38398 
Loss of the best individual 0.16006
Loss: 0.16681, f1-score: 0.19237, acc: 0.13880
