gen	nevals	avg     	std      	min     	max    
0  	512   	0.501085	0.0106883	0.451524	0.53881
1  	427   	0.490894	0.0109926	0.451524	0.513238
2  	439   	0.483242	0.014631 	0.428381	0.513524
3  	432   	0.476681	0.0202102	0.422762	0.523476
4  	446   	0.467393	0.0218258	0.412   	0.521381
5  	417   	0.458636	0.0252463	0.389476	0.524667
6  	428   	0.454557	0.0268849	0.389476	0.518524
7  	435   	0.448598	0.0271896	0.387714	0.513857
8  	431   	0.444332	0.0296801	0.38119 	0.516619
9  	437   	0.43711 	0.0315061	0.366333	0.514476
10 	446   	0.43269 	0.0326786	0.355905	0.517476
11 	441   	0.427339	0.0354138	0.355905	0.527952
12 	428   	0.417571	0.0339937	0.351762	0.50381 
13 	426   	0.411823	0.0349948	0.342714	0.504   
14 	430   	0.401031	0.0338336	0.330714	0.485762
15 	417   	0.393855	0.0329853	0.330714	0.485571
16 	430   	0.388464	0.032188 	0.330714	0.477857
17 	421   	0.382605	0.0315309	0.321857	0.473952
18 	442   	0.383435	0.032552 	0.321619	0.466762
19 	425   	0.379049	0.0341743	0.321619	0.47119 
20 	425   	0.376068	0.0336394	0.321619	0.46681 
21 	435   	0.376042	0.0325464	0.315571	0.464381
22 	423   	0.373025	0.0351984	0.313286	0.468048
23 	439   	0.376112	0.0350446	0.313286	0.468   
24 	442   	0.368722	0.031623 	0.306286	0.445048
25 	443   	0.369606	0.0334728	0.306286	0.45881 
26 	433   	0.365755	0.0320528	0.30219 	0.456571
27 	420   	0.363377	0.0338085	0.30219 	0.459857
28 	433   	0.367608	0.0374374	0.30219 	0.46981 
29 	440   	0.368842	0.0387032	0.30219 	0.470905
30 	445   	0.370602	0.0371602	0.300667	0.456762
31 	434   	0.369232	0.0386313	0.294905	0.463571
32 	422   	0.363885	0.0400205	0.294905	0.457286
33 	432   	0.362689	0.0398374	0.294905	0.467286
34 	436   	0.368102	0.0404109	0.289238	0.47281 
35 	433   	0.365477	0.0426981	0.289238	0.466619
36 	414   	0.364047	0.0427108	0.289238	0.470667
37 	433   	0.361448	0.0420246	0.289238	0.458667
38 	452   	0.364197	0.0417932	0.289238	0.466667
39 	442   	0.364932	0.0430764	0.289238	0.493   
40 	441   	0.363525	0.0418985	0.289238	0.468952
41 	437   	0.356953	0.0410187	0.287571	0.468333
42 	428   	0.355763	0.0385559	0.285524	0.44781 
43 	424   	0.352119	0.0407033	0.275571	0.458143
44 	431   	0.34859 	0.0400548	0.275571	0.462952
45 	430   	0.349462	0.0407258	0.275571	0.45719 
46 	419   	0.345944	0.0403272	0.275571	0.43919 
47 	432   	0.347888	0.0405168	0.275571	0.450286
48 	420   	0.349618	0.0465947	0.275571	0.471571
49 	409   	0.344242	0.0436486	0.275571	0.447048
50 	442   	0.345694	0.0417976	0.274619	0.453667
Loss of the best individual 0.27462
Loss: 0.28104, f1-score: 0.20243, acc: 0.00545
