gen	nevals	avg     	std      	min     	max     
0  	512   	0.499835	0.0107692	0.460619	0.542571
1  	439   	0.490163	0.0119063	0.439762	0.512286
2  	424   	0.481545	0.0163877	0.43719 	0.526143
3  	435   	0.470984	0.0188912	0.416476	0.513952
4  	410   	0.461437	0.0212428	0.399714	0.522905
5  	428   	0.457376	0.0244377	0.399714	0.515   
6  	429   	0.453161	0.0269025	0.39619 	0.519524
7  	429   	0.447149	0.0281422	0.38319 	0.514905
8  	434   	0.444502	0.0300948	0.372619	0.519476
9  	420   	0.440343	0.0333867	0.358381	0.52281 
10 	428   	0.435319	0.0327195	0.355143	0.507619
11 	428   	0.42901 	0.0345686	0.348429	0.518333
12 	409   	0.421921	0.0375009	0.348429	0.510524
13 	436   	0.416768	0.0390368	0.335095	0.510762
14 	420   	0.407362	0.0380257	0.333857	0.510048
15 	404   	0.401888	0.0387461	0.330381	0.506095
16 	413   	0.398168	0.038943 	0.329238	0.502667
17 	453   	0.396444	0.0360686	0.329238	0.49319 
18 	427   	0.387766	0.0350901	0.31719 	0.478429
19 	438   	0.380183	0.03631  	0.31719 	0.480476
20 	422   	0.375049	0.0365039	0.311714	0.469143
21 	421   	0.363015	0.0338487	0.30819 	0.459   
22 	439   	0.360912	0.0341734	0.306286	0.460381
23 	438   	0.356623	0.0339693	0.304143	0.446238
24 	419   	0.349428	0.0309662	0.302429	0.429524
25 	408   	0.345159	0.0328539	0.297905	0.42819 
26 	431   	0.348361	0.0353473	0.297905	0.441667
27 	441   	0.347529	0.0347873	0.296524	0.434333
28 	428   	0.343866	0.0347967	0.290905	0.446762
29 	441   	0.339949	0.0352345	0.290905	0.442381
30 	424   	0.336069	0.0352833	0.287905	0.445095
31 	436   	0.334459	0.0361057	0.286762	0.441952
32 	437   	0.330101	0.0339725	0.286095	0.439952
33 	443   	0.327472	0.035913 	0.271143	0.437571
34 	414   	0.321781	0.0343292	0.271143	0.42819 
35 	414   	0.319655	0.0323574	0.271143	0.415048
36 	419   	0.319325	0.0331822	0.269905	0.440952
37 	431   	0.318317	0.0328917	0.266476	0.40781 
38 	418   	0.319585	0.0373296	0.263333	0.434381
39 	412   	0.316   	0.0366108	0.259952	0.41981 
40 	436   	0.3128  	0.0337155	0.258571	0.410571
41 	429   	0.31277 	0.0385409	0.257571	0.424619
42 	429   	0.308714	0.0387973	0.257381	0.411333
43 	439   	0.302443	0.0354663	0.25619 	0.398524
44 	425   	0.294922	0.0316986	0.252476	0.389857
45 	427   	0.291845	0.0333876	0.252429	0.399429
46 	424   	0.291803	0.0327618	0.252429	0.392857
47 	419   	0.287332	0.0306239	0.249905	0.38819 
48 	427   	0.287982	0.0326195	0.247524	0.384619
49 	447   	0.290258	0.0326197	0.247524	0.385762
50 	433   	0.287845	0.030426 	0.247524	0.378714
Loss of the best individual 0.24752
Loss: 0.24677, f1-score: 0.26313, acc: 0.03381
