gen	nevals	avg     	std      	min     	max    
0  	512   	0.499748	0.0105419	0.462095	0.54119
1  	425   	0.49087 	0.0115948	0.461476	0.525762
2  	424   	0.482218	0.0138578	0.451571	0.513619
3  	436   	0.477051	0.0171068	0.426048	0.527095
4  	421   	0.472211	0.0206019	0.421714	0.527952
5  	415   	0.466264	0.0214206	0.421714	0.522286
6  	438   	0.459938	0.0242805	0.398238	0.52019 
7  	433   	0.453913	0.026875 	0.379619	0.533381
8  	415   	0.449312	0.0320258	0.375476	0.525476
9  	433   	0.441685	0.033733 	0.371571	0.53119 
10 	431   	0.430894	0.0352368	0.360143	0.524762
11 	406   	0.414411	0.0316552	0.360143	0.504667
12 	447   	0.412236	0.0355982	0.357   	0.514476
13 	423   	0.40776 	0.0359772	0.347762	0.507048
14 	417   	0.402817	0.0367319	0.347762	0.512286
15 	430   	0.399471	0.0359724	0.33    	0.509762
16 	434   	0.395553	0.0356862	0.329714	0.496857
17 	418   	0.389021	0.0344916	0.321857	0.478286
18 	448   	0.38902 	0.0373711	0.311   	0.494714
19 	416   	0.379047	0.0389961	0.308048	0.485524
20 	436   	0.372599	0.03874  	0.306762	0.474857
21 	418   	0.368765	0.0427785	0.303714	0.494857
22 	419   	0.363542	0.0428254	0.300952	0.500333
23 	435   	0.359896	0.0419399	0.300952	0.485143
24 	429   	0.354382	0.0403087	0.300952	0.489238
25 	405   	0.350753	0.0386323	0.300952	0.482571
26 	431   	0.350882	0.0374132	0.297333	0.46581 
27 	434   	0.346256	0.0353254	0.297333	0.449381
28 	428   	0.345174	0.0356047	0.295429	0.45181 
29 	449   	0.348219	0.0357866	0.288238	0.454048
30 	446   	0.346574	0.0346267	0.288238	0.439381
31 	429   	0.349107	0.0388429	0.288238	0.45819 
32 	432   	0.343417	0.0352173	0.288238	0.442238
33 	418   	0.340339	0.0367068	0.28119 	0.465762
34 	443   	0.343767	0.0391017	0.28119 	0.477   
35 	412   	0.335768	0.037646 	0.277905	0.441714
36 	430   	0.338003	0.0377007	0.277905	0.446571
37 	434   	0.339523	0.0379016	0.277905	0.433   
38 	429   	0.341342	0.0387024	0.277905	0.45819 
39 	433   	0.340924	0.0416123	0.277905	0.457381
40 	408   	0.334397	0.0396296	0.275048	0.460381
41 	417   	0.329302	0.0353377	0.275048	0.424619
42 	424   	0.331854	0.0378924	0.271333	0.428952
43 	436   	0.332662	0.0396027	0.271333	0.447143
44 	450   	0.328226	0.0364802	0.271333	0.426238
45 	407   	0.323026	0.0376891	0.271333	0.419048
46 	422   	0.313983	0.0331777	0.271333	0.406429
47 	418   	0.315107	0.0353565	0.271333	0.419429
48 	431   	0.318016	0.036674 	0.271   	0.421286
49 	437   	0.320288	0.037628 	0.27081 	0.421333
50 	436   	0.321445	0.0396988	0.270714	0.436952
Loss of the best individual 0.27071
Loss: 0.27652, f1-score: 0.22753, acc: 0.00654
