gen	nevals	avg     	std     	min     	max     
0  	512   	0.500147	0.010083	0.442381	0.540571
1  	431   	0.491782	0.0115287	0.440571	0.517429
2  	434   	0.482968	0.017618 	0.414476	0.524143
3  	446   	0.468851	0.0220832	0.407048	0.519048
4  	425   	0.457208	0.0272364	0.390619	0.528857
5  	432   	0.446667	0.0283488	0.388714	0.529667
6  	420   	0.441452	0.0304983	0.372143	0.516524
7  	439   	0.43671 	0.0325384	0.371381	0.530524
8  	425   	0.425976	0.031832 	0.360095	0.514429
9  	452   	0.417691	0.034964 	0.319429	0.506381
10 	431   	0.406985	0.0370046	0.319429	0.507143
11 	439   	0.399795	0.0400592	0.319429	0.511048
12 	460   	0.39434 	0.0386756	0.312286	0.500524
13 	418   	0.380028	0.0387681	0.308714	0.48419 
14 	436   	0.374601	0.0394821	0.305619	0.480333
15 	436   	0.368697	0.0397326	0.29519 	0.475095
16 	445   	0.36193 	0.0403023	0.292524	0.481905
17 	432   	0.358416	0.0403225	0.28181 	0.473048
18 	441   	0.355539	0.0409834	0.28181 	0.474667
19 	442   	0.350139	0.0398951	0.281524	0.457524
20 	406   	0.338694	0.0394379	0.281524	0.44081 
21 	408   	0.3409  	0.044347 	0.281238	0.461238
22 	410   	0.336176	0.043654 	0.275143	0.458619
23 	445   	0.337911	0.0419023	0.275143	0.45081 
24 	422   	0.333817	0.0455871	0.272714	0.459238
25 	414   	0.330274	0.0434676	0.272714	0.434381
26 	424   	0.329981	0.043685 	0.271714	0.452857
27 	417   	0.32108 	0.0400176	0.270524	0.44019 
28 	426   	0.32009 	0.0398933	0.269571	0.436571
29 	400   	0.313087	0.0394068	0.264143	0.420429
30 	433   	0.319152	0.0390693	0.264143	0.440952
31 	427   	0.315742	0.0391063	0.257952	0.428048
32 	441   	0.316481	0.0409355	0.249143	0.435143
33 	415   	0.312395	0.0427887	0.249143	0.434095
34 	417   	0.313009	0.0475094	0.249143	0.448714
35 	426   	0.312561	0.0475222	0.248286	0.446048
36 	432   	0.313867	0.0469869	0.248286	0.449667
37 	422   	0.312276	0.0489386	0.248286	0.44681 
38 	419   	0.312092	0.0496505	0.248143	0.44881 
39 	416   	0.308318	0.0490978	0.248143	0.445333
40 	437   	0.307637	0.0472295	0.248143	0.435381
41 	447   	0.308734	0.0439558	0.247952	0.430619
42 	445   	0.307176	0.0437551	0.247952	0.430524
43 	457   	0.304567	0.0424105	0.247429	0.41981 
44 	432   	0.300391	0.0422942	0.247095	0.41719 
45 	443   	0.300266	0.0407245	0.247095	0.410143
46 	443   	0.302381	0.0415167	0.247095	0.422238
47 	445   	0.301731	0.0412373	0.247   	0.420905
48 	417   	0.294693	0.039784 	0.246952	0.402667
49 	441   	0.292485	0.0376446	0.246952	0.410714
50 	437   	0.293346	0.0405599	0.246762	0.419286
Loss of the best individual 0.24676
Loss: 0.25183, f1-score: 0.22355, acc: 0.07088
