gen	nevals	avg     	std      	min     	max     
0  	512   	0.500314	0.0105445	0.459714	0.542238
1  	438   	0.491453	0.0113015	0.455238	0.521571
2  	432   	0.483257	0.0156364	0.434143	0.525333
3  	438   	0.473735	0.0191226	0.412667	0.514095
4  	427   	0.46494 	0.0231914	0.412667	0.523619
5  	430   	0.453391	0.024988 	0.390333	0.516381
6  	433   	0.444619	0.0277574	0.372095	0.519381
7  	428   	0.435629	0.0285573	0.363714	0.501857
8  	419   	0.423845	0.0311561	0.348143	0.503619
9  	434   	0.41687 	0.0346105	0.348095	0.51    
10 	432   	0.406864	0.0357996	0.333714	0.507095
11 	422   	0.395613	0.0348813	0.323762	0.497238
12 	437   	0.390614	0.0373419	0.318857	0.480381
13 	421   	0.382652	0.0411756	0.306524	0.500476
14 	435   	0.371756	0.0412245	0.293524	0.483619
15 	422   	0.358027	0.0373515	0.293524	0.466714
16 	432   	0.351336	0.0389939	0.292333	0.470048
17 	421   	0.344024	0.0398215	0.278952	0.460952
18 	426   	0.339919	0.0400647	0.277238	0.450952
19 	428   	0.33501 	0.0400464	0.277238	0.464286
20 	427   	0.332286	0.0414814	0.263429	0.457571
21 	421   	0.325029	0.0381544	0.263429	0.436095
22 	420   	0.324461	0.0408137	0.262333	0.449048
23 	435   	0.317996	0.0397594	0.262333	0.44819 
24 	447   	0.314881	0.0412007	0.261476	0.434619
25 	426   	0.30634 	0.0383706	0.260952	0.435381
26 	417   	0.298109	0.0332722	0.260952	0.414143
27 	426   	0.297608	0.0335269	0.259333	0.407571
28 	441   	0.302555	0.036086 	0.259048	0.422   
29 	431   	0.301006	0.0374315	0.257714	0.434714
30 	436   	0.302008	0.0365103	0.257571	0.406048
31 	419   	0.301555	0.038709 	0.257571	0.41781 
32 	431   	0.299258	0.0374745	0.257571	0.415857
33 	430   	0.301485	0.0385847	0.257571	0.422286
34 	428   	0.299373	0.0363642	0.256381	0.41481 
35 	421   	0.30208 	0.0390261	0.255524	0.419524
36 	425   	0.301568	0.0407429	0.254286	0.425143
37 	457   	0.308539	0.0401017	0.254286	0.430286
38 	443   	0.305564	0.0400747	0.254286	0.42519 
39 	432   	0.308089	0.041865 	0.253048	0.433   
40 	454   	0.313865	0.0422129	0.252238	0.424524
41 	418   	0.309184	0.0444179	0.252238	0.431143
42 	426   	0.309352	0.0447478	0.252238	0.443857
43 	419   	0.301803	0.0405331	0.252238	0.42819 
44 	428   	0.306814	0.0433881	0.251667	0.435524
45 	443   	0.311035	0.0430532	0.251667	0.426286
46 	436   	0.308196	0.0431627	0.251667	0.42481 
47 	431   	0.308251	0.0443655	0.251667	0.435857
48 	438   	0.310743	0.044175 	0.251333	0.431286
49 	456   	0.312924	0.0454743	0.251333	0.438762
50 	448   	0.31458 	0.0458089	0.251333	0.436238
Loss of the best individual 0.25133
Loss: 0.25682, f1-score: 0.24480, acc: 0.01745
