gen	nevals	avg     	std      	min     	max     
0  	512   	0.422208	0.0511281	0.268402	0.595743
1  	445   	0.355311	0.0321089	0.2453  	0.433223
2  	435   	0.31487 	0.0306956	0.225071	0.388817
3  	432   	0.276654	0.0280342	0.19456 	0.352005
4  	429   	0.246116	0.0220748	0.188931	0.302357
5  	429   	0.225836	0.0223235	0.17591 	0.292646
6  	416   	0.209093	0.0210713	0.154253	0.258304
7  	429   	0.197341	0.0212943	0.154253	0.256607
8  	425   	0.186127	0.0205019	0.139485	0.244258
9  	416   	0.175649	0.0199677	0.138208	0.23406 
10 	442   	0.169455	0.0207053	0.12759 	0.22618 
11 	427   	0.159927	0.0185697	0.117862	0.214822
12 	433   	0.15406 	0.018801 	0.114182	0.205178
13 	443   	0.149233	0.0186312	0.108503	0.203296
14 	417   	0.143414	0.0191057	0.108503	0.200071
15 	429   	0.14085 	0.0194028	0.108503	0.192409
16 	424   	0.136857	0.0199848	0.102976	0.191519
17 	418   	0.132505	0.0193622	0.102976	0.187486
18 	443   	0.12858 	0.0181162	0.0983887	0.185218
19 	404   	0.122167	0.0165649	0.0955325	0.173575
20 	422   	0.116845	0.014694 	0.0955325	0.17134 
21 	419   	0.112306	0.0136564	0.0921218	0.155967
22 	429   	0.111543	0.0144424	0.0921218	0.157698
23 	424   	0.107989	0.0129308	0.0905089	0.150607
24 	425   	0.108566	0.0134872	0.0894   	0.147667
25 	434   	0.105811	0.0126876	0.0891312	0.145248
26 	439   	0.105097	0.013087 	0.0863086	0.148877
27 	419   	0.102872	0.0127899	0.0863086	0.149902
28 	426   	0.10208 	0.0134146	0.0855021	0.144845
29 	422   	0.100285	0.0130397	0.084578 	0.140829
30 	424   	0.0999768	0.0130233	0.084578 	0.144021
31 	440   	0.0992478	0.0121113	0.0826459	0.135049
32 	406   	0.0964102	0.011865 	0.0813354	0.136293
33 	418   	0.0974668	0.0118942	0.0811002	0.133   
34 	434   	0.0975818	0.0115077	0.0811002	0.13016 
35 	431   	0.0967888	0.0117935	0.0811002	0.13468 
36 	439   	0.0964016	0.0116934	0.0811002	0.132008
37 	425   	0.0948648	0.0112981	0.0809657	0.129438
38 	429   	0.0946205	0.0111379	0.0792352	0.126329
39 	414   	0.0938129	0.0124342	0.0792352	0.132664
40 	440   	0.0947435	0.0121596	0.0792352	0.13683 
41 	428   	0.0939649	0.0117921	0.0788824	0.127388
42 	450   	0.0933043	0.0110993	0.0788824	0.134209
43 	450   	0.0936388	0.0113206	0.0788824	0.12937 
44 	442   	0.0935092	0.011987 	0.0762782	0.12806 
45 	428   	0.0921549	0.0111828	0.0762782	0.126581
46 	432   	0.0913146	0.011217 	0.0762782	0.13468 
47 	424   	0.0902798	0.0107584	0.0762782	0.121961
48 	416   	0.089333 	0.0108762	0.0762782	0.121457
49 	424   	0.088077 	0.0107232	0.0761438	0.123591
50 	417   	0.0880155	0.0113148	0.0761438	0.126329
Loss of the best individual 0.07614
Loss: 0.07580, f1-score: 0.05419, acc: 0.00000
