gen	nevals	avg    	std      	min     	max    
0  	512   	0.53861	0.0939955	0.287349	0.77983
1  	435   	0.442425	0.0701642	0.25711 	0.638444
2  	435   	0.390683	0.0702482	0.185682	0.556391
3  	418   	0.342602	0.0729875	0.166394	0.528114
4  	440   	0.306742	0.0740329	0.155116	0.504904
5  	418   	0.270249	0.0681831	0.130435	0.460118
6  	437   	0.243496	0.0681728	0.0946388	0.453253
7  	437   	0.229319	0.0682281	0.0791108	0.407486
8  	425   	0.212435	0.0679683	0.0681595	0.389506
9  	422   	0.200925	0.069532 	0.0681595	0.381334
10 	445   	0.199091	0.0717921	0.0681595	0.38967 
11 	437   	0.181359	0.0683864	0.0634194	0.353547
12 	430   	0.167925	0.0681776	0.0621118	0.363027
13 	421   	0.16179 	0.0688474	0.0621118	0.357633
14 	402   	0.146648	0.0668314	0.0611311	0.32527 
15 	434   	0.133993	0.056781 	0.0611311	0.291599
16 	414   	0.133687	0.062677 	0.0606407	0.300098
17 	438   	0.128617	0.0579587	0.0601504	0.289147
18 	434   	0.124253	0.0508628	0.0593331	0.278686
19 	437   	0.126187	0.0554865	0.0588428	0.263975
20 	418   	0.133662	0.0604813	0.0588428	0.284897
21 	447   	0.132588	0.0571353	0.0586793	0.296175
22 	430   	0.129406	0.0588862	0.0585159	0.296666
23 	422   	0.126211	0.0609675	0.0580255	0.300262
24 	443   	0.130456	0.0591888	0.0580255	0.297483
25 	442   	0.126963	0.0576611	0.0570448	0.29405 
26 	440   	0.131416	0.0576035	0.0570448	0.292416
27 	438   	0.132187	0.0583226	0.0568813	0.296829
28 	417   	0.129411	0.061937 	0.0568813	0.294868
29 	430   	0.126576	0.0603354	0.0567179	0.295195
30 	424   	0.120246	0.0549347	0.0567179	0.295521
31 	426   	0.121493	0.0563373	0.0567179	0.296666
32 	442   	0.125807	0.0565938	0.0559006	0.277869
33 	445   	0.126073	0.0580517	0.0559006	0.294377
34 	438   	0.125493	0.0556674	0.0559006	0.296992
35 	429   	0.122446	0.0557205	0.0559006	0.294541
36 	421   	0.119455	0.0548247	0.0559006	0.266427
37 	440   	0.121676	0.055682 	0.0554103	0.263321
38 	436   	0.12281 	0.0574148	0.0554103	0.294868
39 	411   	0.120569	0.0576167	0.0554103	0.283426
40 	443   	0.115258	0.0545981	0.0554103	0.297646
41 	440   	0.116748	0.0547635	0.0541026	0.265937
42 	420   	0.113158	0.0490869	0.0541026	0.253024
43 	431   	0.114522	0.0521184	0.0541026	0.255149
44 	434   	0.119858	0.0538359	0.0541026	0.257764
45 	419   	0.116739	0.0562096	0.0541026	0.281301
46 	420   	0.118078	0.0589886	0.0541026	0.296012
47 	430   	0.119464	0.0573988	0.0541026	0.271984
48 	428   	0.118721	0.0560995	0.0537757	0.253024
49 	443   	0.121853	0.0542452	0.0537757	0.253514
50 	414   	0.116027	0.0548978	0.0536123	0.278359
Loss of the best individual 0.05361
Loss: 0.05426, f1-score: 0.04174, acc: 0.46130
