gen	nevals	avg     	std      	min     	max     
0  	512   	0.543186	0.0921789	0.262504	0.784897
1  	428   	0.438566	0.0769313	0.238313	0.601994
2  	443   	0.376093	0.0790667	0.184864	0.583361
3  	444   	0.334003	0.0760537	0.165577	0.551161
4  	430   	0.301526	0.0746092	0.153155	0.494279
5  	436   	0.269578	0.070356 	0.11507 	0.442955
6  	442   	0.25085 	0.0681365	0.11507 	0.436417
7  	433   	0.23182 	0.068235 	0.0933312	0.422524
8  	434   	0.21446 	0.0680729	0.0717555	0.401275
9  	410   	0.198096	0.0719329	0.0717555	0.399967
10 	416   	0.184573	0.0708335	0.071592 	0.375123
11 	423   	0.171303	0.069028 	0.0689768	0.367277
12 	446   	0.168225	0.0679731	0.0671788	0.351259
13 	421   	0.153226	0.0640669	0.064727 	0.321837
14 	406   	0.139065	0.0593687	0.0645636	0.310396
15 	414   	0.13603 	0.0581948	0.0645636	0.299444
16 	444   	0.137211	0.0563348	0.0621118	0.289147
17 	437   	0.140935	0.0577754	0.0608042	0.294214
18 	434   	0.133825	0.0546342	0.0608042	0.289147
19 	427   	0.131565	0.0559361	0.0599869	0.280974
20 	403   	0.12386 	0.054164 	0.0599869	0.255476
21 	421   	0.119938	0.0536586	0.0599869	0.26561 
22 	417   	0.11934 	0.0538038	0.0599869	0.282282
23 	430   	0.119754	0.0519175	0.0591697	0.256456
24 	429   	0.121867	0.0558476	0.0590062	0.298137
25 	430   	0.112896	0.0490203	0.0583524	0.246976
26 	428   	0.112249	0.0497711	0.0583524	0.252534
27 	440   	0.112377	0.0483057	0.0575351	0.255966
28 	417   	0.108369	0.0468145	0.0575351	0.250082
29 	448   	0.113083	0.049539 	0.056391 	0.251226
30 	427   	0.108874	0.0472602	0.056391 	0.244034
31 	420   	0.104331	0.0472033	0.056391 	0.248774
32 	417   	0.104549	0.0481972	0.0559006	0.250409
33 	451   	0.100705	0.0424694	0.0557372	0.237659
34 	431   	0.09804 	0.0421247	0.0557372	0.232919
35 	425   	0.0952875	0.037695 	0.0557372	0.206113
36 	430   	0.099866 	0.0430335	0.0557372	0.223766
37 	450   	0.101266 	0.0408472	0.0555737	0.217064
38 	426   	0.0944817	0.039184 	0.0555737	0.227525
39 	419   	0.0955751	0.0429968	0.0555737	0.226381
40 	449   	0.0995216	0.0404572	0.0555737	0.21968 
41 	403   	0.0931447	0.0396225	0.0550834	0.218699
42 	431   	0.0971873	0.0416762	0.0550834	0.217718
43 	433   	0.0973753	0.0416894	0.0550834	0.21167 
44 	433   	0.091606 	0.0373972	0.0550834	0.208238
45 	422   	0.0928031	0.0403478	0.0547565	0.220007
46 	414   	0.092753 	0.0384718	0.0547565	0.202517
47 	428   	0.0919357	0.0374777	0.0544296	0.196306
48 	448   	0.0878632	0.0355166	0.0536123	0.199412
49 	440   	0.0876014	0.0364078	0.0536123	0.204805
50 	436   	0.0874389	0.0367408	0.0536123	0.197287
Loss of the best individual 0.05361
Loss: 0.04986, f1-score: 0.04707, acc: 0.47678
