gen	nevals	avg     	std     	min     	max     
0  	512   	0.548623	0.095216	0.265446	0.800752
1  	432   	0.445541	0.0750288	0.241582	0.622426
2  	433   	0.385573	0.0729195	0.123897	0.55492 
3  	418   	0.337334	0.0782681	0.120628	0.52321 
4  	435   	0.297048	0.0791612	0.118339	0.495914
5  	419   	0.254926	0.0767196	0.110821	0.446551
6  	425   	0.215278	0.0662201	0.0805819	0.390651
7  	426   	0.189779	0.0650163	0.0714286	0.367767
8  	428   	0.171692	0.0611691	0.0691402	0.329356
9  	426   	0.163576	0.0618365	0.0678326	0.326741
10 	413   	0.156209	0.0666253	0.0657077	0.344394
11 	430   	0.150178	0.0646679	0.0627656	0.303694
12 	417   	0.140129	0.0603586	0.0627656	0.325433
13 	435   	0.137487	0.0575589	0.0619483	0.297973
14 	420   	0.139763	0.0616094	0.0606407	0.315463
15 	417   	0.12906 	0.0535674	0.0606407	0.286368
16 	441   	0.134336	0.0547709	0.0588428	0.293397
17 	434   	0.132954	0.0559159	0.0586793	0.284734
18 	435   	0.130544	0.0550346	0.058189 	0.289801
19 	438   	0.130784	0.0576006	0.058189 	0.288003
20 	405   	0.115539	0.0514445	0.0575351	0.258581
21 	426   	0.117626	0.0534369	0.0575351	0.274763
22 	431   	0.118078	0.0547498	0.0557372	0.319059
23 	424   	0.117175	0.0548551	0.0557372	0.269206
24 	443   	0.125156	0.0569328	0.0557372	0.271494
25 	422   	0.120489	0.0527034	0.0557372	0.267735
26 	434   	0.117128	0.0503369	0.0557372	0.266754
27 	430   	0.121465	0.0553251	0.0557372	0.264302
28 	451   	0.125575	0.0559328	0.0557372	0.275907
29 	440   	0.12141 	0.054125 	0.0555737	0.290291
30 	437   	0.121546	0.052687 	0.0555737	0.258745
31 	424   	0.113403	0.0491836	0.0555737	0.247303
32 	425   	0.113574	0.0507595	0.0555737	0.266427
33 	417   	0.112471	0.0498315	0.0555737	0.251553
34 	433   	0.113153	0.0500459	0.0555737	0.26136 
35 	425   	0.109998	0.0475955	0.0555737	0.248938
36 	450   	0.117263	0.050704 	0.0555737	0.249591
37 	424   	0.114169	0.0516597	0.0555737	0.268388
38 	431   	0.111879	0.0507166	0.0554103	0.264792
39 	436   	0.115729	0.0510198	0.0554103	0.267571
40 	403   	0.113472	0.0522201	0.0554103	0.269206
41 	418   	0.115386	0.0540648	0.0554103	0.269533
42 	415   	0.108952	0.0486311	0.0554103	0.23815 
43 	451   	0.116854	0.0492329	0.0554103	0.250572
44 	424   	0.11539 	0.0530283	0.0554103	0.276724
45 	445   	0.114783	0.0517297	0.0554103	0.262668
46 	448   	0.114921	0.0481308	0.0554103	0.253351
47 	453   	0.120605	0.0500831	0.0554103	0.247957
48 	413   	0.11015 	0.050302 	0.0554103	0.254005
49 	437   	0.112094	0.0507058	0.0554103	0.275907
50 	428   	0.109516	0.0493963	0.0554103	0.245178
Loss of the best individual 0.05541
Loss: 0.05182, f1-score: 0.01389, acc: 0.47059
