gen	nevals	avg     	std      	min     	max    
0  	512   	0.544887	0.0905066	0.264956	0.84423
1  	455   	0.445338	0.0804447	0.216737	0.649886
2  	428   	0.380889	0.0760153	0.178653	0.588101
3  	432   	0.340378	0.0755438	0.162635	0.535306
4  	436   	0.317434	0.0781675	0.112455	0.51373 
5  	429   	0.28545 	0.071988 	0.112455	0.478097
6  	423   	0.259933	0.0691214	0.112455	0.4678  
7  	452   	0.260071	0.0732894	0.11033 	0.442792
8  	444   	0.249459	0.074606 	0.105754	0.442465
9  	417   	0.233815	0.0783082	0.0663616	0.449493
10 	442   	0.232937	0.078921 	0.0663616	0.432821
11 	435   	0.217673	0.075831 	0.0663616	0.413207
12 	427   	0.216044	0.0808579	0.0663616	0.432821
13 	437   	0.209348	0.0764388	0.0663616	0.414188
14 	412   	0.194509	0.0776234	0.0663616	0.391141
15 	414   	0.186844	0.0815725	0.0648905	0.402092
16 	440   	0.174025	0.0718972	0.0648905	0.350114
17 	441   	0.168609	0.0708508	0.0627656	0.339   
18 	433   	0.161669	0.0664904	0.0627656	0.341451
19 	423   	0.159975	0.0714684	0.0627656	0.345865
20 	448   	0.163956	0.0688806	0.0604773	0.339163
21 	418   	0.154985	0.0666259	0.0604773	0.318568
22 	432   	0.150596	0.062307 	0.0599869	0.304348
23 	424   	0.155002	0.0681099	0.0599869	0.323799
24 	444   	0.15739 	0.0653899	0.0591697	0.303694
25 	410   	0.155893	0.0689498	0.0580255	0.325597
26 	441   	0.151081	0.0644179	0.0580255	0.314318
27 	432   	0.150089	0.06704  	0.0580255	0.344067
28 	435   	0.152397	0.0697786	0.0580255	0.336221
29 	439   	0.154653	0.0684466	0.0580255	0.302386
30 	423   	0.151016	0.0707111	0.0580255	0.322491
31 	420   	0.143933	0.0683579	0.0580255	0.303694
32 	434   	0.139979	0.0644908	0.0576986	0.324616
33 	424   	0.141568	0.0666973	0.0572082	0.340307
34 	418   	0.135272	0.0617825	0.0572082	0.295358
35 	451   	0.142258	0.0664946	0.0572082	0.321183
36 	428   	0.131396	0.0588548	0.0570448	0.286858
37 	429   	0.130833	0.062037 	0.0568813	0.321183
38 	450   	0.132943	0.0597291	0.0565544	0.295685
39 	435   	0.126573	0.0563983	0.0565544	0.28457 
40 	439   	0.124853	0.0550784	0.0565544	0.286041
41 	451   	0.126542	0.0528732	0.0565544	0.270186
42 	449   	0.128066	0.0599728	0.0562275	0.298137
43 	433   	0.125363	0.0569561	0.0562275	0.286532
44 	426   	0.117468	0.0533063	0.0562275	0.294868
45 	412   	0.111144	0.0504686	0.0562275	0.248447
46 	425   	0.115221	0.0546068	0.0555737	0.272802
47 	425   	0.111441	0.0499646	0.0555737	0.2661  
48 	443   	0.114497	0.0498299	0.0554103	0.248447
49 	425   	0.117267	0.0525809	0.0554103	0.257601
50 	404   	0.114785	0.056355 	0.0554103	0.297156
Loss of the best individual 0.05541
Loss: 0.05312, f1-score: 0.01158, acc: 0.45511
