gen	nevals	avg     	std      	min     	max     
0  	512   	0.601604	0.0811593	0.346532	0.807055
1  	443   	0.507518	0.0634137	0.346532	0.643948
2  	421   	0.443433	0.0593406	0.288217	0.601792
3  	423   	0.390014	0.0562631	0.24798 	0.528438
4  	426   	0.347819	0.0561724	0.226622	0.489721
5  	433   	0.309794	0.0515322	0.198384	0.462443
6  	421   	0.285307	0.0520699	0.170226	0.427086
7  	436   	0.261687	0.0527228	0.113911	0.402128
8  	445   	0.241283	0.0550935	0.113911	0.395408
9  	424   	0.215607	0.0510458	0.0809535	0.349732
10 	404   	0.191733	0.0548084	0.0716743	0.339333
11 	418   	0.173984	0.0544681	0.0716743	0.340453
12 	439   	0.159945	0.0542236	0.0680746	0.314135
13 	429   	0.149838	0.05265  	0.0440765	0.305016
14 	428   	0.136754	0.0518978	0.0405568	0.293417
15 	439   	0.133012	0.0514071	0.0403968	0.273578
16 	443   	0.130854	0.0570596	0.037757 	0.276298
17 	413   	0.116818	0.0541555	0.037597 	0.2463  
18 	441   	0.115417	0.054051 	0.037517 	0.24462 
19 	435   	0.110804	0.0511718	0.037517 	0.24486 
20 	451   	0.11311 	0.0532527	0.037437 	0.259739
21 	442   	0.114713	0.053524 	0.037437 	0.24966 
22 	431   	0.110414	0.0529984	0.037437 	0.264699
23 	444   	0.11206 	0.053054 	0.037437 	0.24558 
24 	433   	0.104136	0.0497212	0.037437 	0.231022
25 	453   	0.108164	0.0513872	0.037437 	0.238301
26 	422   	0.1013  	0.0491507	0.037437 	0.233421
27 	414   	0.102564	0.0503325	0.037437 	0.24814 
28 	426   	0.102773	0.0513312	0.037437 	0.234781
29 	421   	0.0981704	0.048387 	0.037437 	0.238861
30 	437   	0.100667 	0.0496861	0.0360771	0.224302
31 	432   	0.0984971	0.0467326	0.0360771	0.242781
32 	440   	0.0968429	0.0439837	0.0360771	0.207663
33 	437   	0.0981304	0.0450849	0.0360771	0.229502
34 	436   	0.0980673	0.0475148	0.0360771	0.241021
35 	421   	0.0931805	0.047538 	0.0360771	0.234781
36 	430   	0.0993808	0.0491713	0.0360771	0.218063
37 	426   	0.0975086	0.0469146	0.0360771	0.230302
38 	443   	0.0974416	0.0459038	0.0360771	0.236381
39 	423   	0.0992492	0.05016  	0.0360771	0.237981
40 	450   	0.0992416	0.0471692	0.0360771	0.2463  
41 	439   	0.101561 	0.0478101	0.0360771	0.238781
42 	411   	0.0929663	0.0456181	0.0360771	0.226702
43 	419   	0.0912027	0.0465666	0.0360771	0.224622
44 	436   	0.0985691	0.0495479	0.0360771	0.228142
45 	432   	0.0990205	0.0504017	0.0360771	0.24454 
46 	425   	0.0942326	0.0471601	0.0360771	0.207903
47 	406   	0.0925404	0.0468665	0.0360771	0.223582
48 	420   	0.0910133	0.0449074	0.0360771	0.205424
49 	455   	0.0984935	0.0453944	0.0360771	0.238301
50 	434   	0.0991566	0.0485801	0.0360771	0.226462
Loss of the best individual 0.03608
Loss: 0.03443, f1-score: 0.07123, acc: 0.27136
