gen	nevals	avg    	std      	min     	max     
0  	512   	0.59824	0.0812952	0.364691	0.814975
1  	401   	0.501465	0.0621341	0.345092	0.669626
2  	433   	0.445709	0.0575845	0.303016	0.581713
3  	425   	0.404527	0.0532467	0.258059	0.543397
4  	437   	0.369701	0.0554465	0.212703	0.516759
5  	435   	0.336089	0.0585567	0.177666	0.486121
6  	424   	0.29597 	0.0543632	0.177186	0.439805
7  	424   	0.270079	0.0546951	0.149988	0.410607
8  	436   	0.250731	0.053514 	0.149988	0.405408
9  	429   	0.235948	0.0529703	0.113271	0.37557 
10 	430   	0.224495	0.0528683	0.113271	0.354052
11 	437   	0.214228	0.0553489	0.110231	0.36997 
12 	441   	0.207584	0.0535462	0.110231	0.348612
13 	439   	0.201077	0.0578899	0.0820734	0.342453
14 	427   	0.194667	0.0580099	0.0820734	0.345492
15 	422   	0.180402	0.0563972	0.0802336	0.315495
16 	419   	0.167844	0.0552505	0.0768739	0.317575
17 	420   	0.165077	0.0544486	0.0767139	0.304616
18 	411   	0.157161	0.0530336	0.0468762	0.311415
19 	426   	0.156807	0.0570762	0.0468762	0.298536
20 	424   	0.144543	0.0551485	0.0465563	0.281018
21 	435   	0.139413	0.0551439	0.0465563	0.288857
22 	435   	0.13906 	0.0545643	0.0465563	0.275578
23 	415   	0.133027	0.0594499	0.0465563	0.285817
24 	423   	0.126566	0.0552143	0.0465563	0.277018
25 	433   	0.129678	0.059927 	0.0465563	0.290377
26 	435   	0.134367	0.0587965	0.0465563	0.279978
27 	411   	0.124163	0.0605811	0.0465563	0.272538
28 	430   	0.129189	0.0601895	0.0465563	0.283817
29 	418   	0.125678	0.0596497	0.0465563	0.279578
30 	430   	0.127916	0.0582711	0.0465563	0.258939
31 	429   	0.127   	0.0595813	0.0465563	0.283097
32 	426   	0.128445	0.0587437	0.0465563	0.279658
33 	447   	0.130061	0.0564396	0.0464763	0.256619
34 	431   	0.129269	0.0568257	0.0464763	0.282537
35 	436   	0.126322	0.0583   	0.0464763	0.283977
36 	432   	0.124859	0.0560067	0.0464763	0.25518 
37 	430   	0.127805	0.0567031	0.0464763	0.25462 
38 	435   	0.124497	0.0560205	0.0464763	0.276778
39 	434   	0.131337	0.0589471	0.0464763	0.307015
40 	442   	0.125832	0.0552456	0.0464763	0.262059
41 	430   	0.126838	0.0556448	0.0464763	0.2551  
42 	429   	0.12745 	0.056773 	0.0464763	0.282377
43 	408   	0.123866	0.0579553	0.0464763	0.283817
44 	441   	0.12517 	0.057679 	0.0464763	0.277338
45 	433   	0.123919	0.0543583	0.0464763	0.284457
46 	433   	0.123802	0.0553996	0.0464763	0.258699
47 	437   	0.119438	0.0561153	0.0464763	0.277018
48 	412   	0.117236	0.0572545	0.0464763	0.256299
49 	439   	0.119149	0.0544404	0.0464763	0.285657
50 	441   	0.12474 	0.0555795	0.0464763	0.283337
Loss of the best individual 0.04648
Loss: 0.04597, f1-score: 0.00132, acc: 0.00503
