gen	nevals	avg     	std      	min     	max     
0  	512   	0.605031	0.0841787	0.314535	0.848972
1  	444   	0.504082	0.067715 	0.310935	0.658267
2  	412   	0.435797	0.0617303	0.277178	0.589713
3  	434   	0.386916	0.0557924	0.261899	0.540277
4  	438   	0.355641	0.0502099	0.210143	0.489881
5  	432   	0.333379	0.0513172	0.208143	0.453804
6  	428   	0.318635	0.0536926	0.208143	0.446684
7  	429   	0.29867 	0.0550327	0.195584	0.441645
8  	441   	0.292995	0.0567763	0.178466	0.439005
9  	432   	0.281583	0.0539716	0.156148	0.423486
10 	420   	0.271626	0.0590863	0.156148	0.416927
11 	436   	0.258966	0.0557744	0.148868	0.408767
12 	439   	0.239618	0.0540631	0.114231	0.382689
13 	437   	0.228799	0.0538532	0.110471	0.382369
14 	423   	0.215695	0.0562395	0.0789537	0.362691
15 	420   	0.199847	0.055149 	0.0785537	0.355972
16 	456   	0.196604	0.0563616	0.0472762	0.347652
17 	429   	0.186649	0.0630658	0.0472762	0.334533
18 	412   	0.164116	0.0637325	0.0468762	0.322534
19 	423   	0.144933	0.0594493	0.0468762	0.285337
20 	441   	0.147997	0.0621273	0.0468762	0.292137
21 	432   	0.136795	0.0611576	0.0467963	0.317015
22 	435   	0.132514	0.0597906	0.0467963	0.284857
23 	439   	0.130468	0.0591096	0.0467163	0.279418
24 	415   	0.125978	0.0609526	0.0467163	0.289257
25 	420   	0.129549	0.0591273	0.0467163	0.289017
26 	442   	0.130664	0.0562081	0.0466363	0.282377
27 	427   	0.125662	0.0563028	0.0466363	0.278698
28 	452   	0.130748	0.0577862	0.0456763	0.287177
29 	440   	0.130963	0.0566393	0.0456763	0.279498
30 	453   	0.137454	0.0602789	0.0456763	0.311255
31 	439   	0.132931	0.0612894	0.0456763	0.287977
32 	423   	0.122582	0.0588316	0.0456763	0.283257
33 	444   	0.125503	0.0580781	0.0456763	0.277098
34 	432   	0.119467	0.0561026	0.0456763	0.284537
35 	418   	0.121043	0.0546103	0.0456763	0.283977
36 	420   	0.12192 	0.0594237	0.0456763	0.261499
37 	428   	0.121726	0.0552228	0.0456763	0.25454 
38 	409   	0.117124	0.0558354	0.0456763	0.259099
39 	430   	0.121224	0.0559275	0.0456763	0.266059
40 	433   	0.128653	0.0608356	0.0456763	0.311015
41 	416   	0.12457 	0.0602355	0.0456763	0.274698
42 	424   	0.12883 	0.0612786	0.0456763	0.280858
43 	431   	0.131673	0.0609377	0.0456763	0.285577
44 	444   	0.137959	0.0604765	0.0456763	0.283897
45 	414   	0.135348	0.065238 	0.0456763	0.287977
46 	423   	0.128489	0.0592399	0.0456763	0.259179
47 	427   	0.136079	0.0603767	0.0456763	0.278778
48 	449   	0.136794	0.062158 	0.0456763	0.315575
49 	431   	0.135774	0.062617 	0.0456763	0.287497
50 	432   	0.135758	0.0636645	0.0456763	0.305096
Loss of the best individual 0.04568
Loss: 0.04504, f1-score: 0.03704, acc: 0.00000
